[WARNING] Deprecated '--logger=capnslog' flag is set; use '--logger=zap' flag instead
2020-04-17 11:49:52.568340 I | etcdmain: etcd Version: 3.4.3
2020-04-17 11:52:09.502124 W | etcdserver: read-only range request "key:\"/registry/priorityclasses\" range_end:\"/registry/priorityclasset\" count_only:true " with result "range_response_count:0 size:8" took too long (215.759619ms) to execute
2020-04-17 11:52:09.502413 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:581" took too long (153.092348ms) to execute
2020-04-17 11:52:09.502739 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:9" took too long (133.92007ms) to execute
2020-04-17 11:52:12.492844 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:8" took too long (766.904088ms) to execute
2020-04-17 11:52:12.493580 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:608" took too long (911.295655ms) to execute
2020-04-17 11:52:12.494047 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (917.659171ms) to execute
2020-04-17 11:52:13.461503 W | etcdserver: request "header:<ID:10931205549377340196 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" mod_revision:205723 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" value_size:517 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" > >>" with result "size:18" took too long (633.45841ms) to execute
2020-04-17 11:52:13.461653 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:6" took too long (773.828836ms) to execute
2020-04-17 11:52:14.114708 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:8" took too long (326.031244ms) to execute
2020-04-17 11:52:14.116355 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:8" took too long (236.306096ms) to execute
2020-04-17 11:52:14.117967 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:8" took too long (193.650149ms) to execute
2020-04-17 11:52:14.600570 W | etcdserver: request "header:<ID:10931205549377340203 > lease_revoke:<id:17b37187f96a42c1>" with result "size:28" took too long (176.025244ms) to execute
2020-04-17 11:52:15.826630 W | etcdserver: read-only range request "key:\"/registry/validatingwebhookconfigurations\" range_end:\"/registry/validatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:6" took too long (358.694484ms) to execute
2020-04-17 11:52:15.828202 W | etcdserver: read-only range request "key:\"/registry/podtemplates\" range_end:\"/registry/podtemplatet\" count_only:true " with result "range_response_count:0 size:6" took too long (439.377618ms) to execute
2020-04-17 11:52:15.828633 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (1.204263504s) to execute
2020-04-17 11:52:17.422085 W | etcdserver: request "header:<ID:10931205549377340211 username:\"kube-apiserver-etcd-client\" auth_revision:1 > lease_grant:<ttl:3660-second id:17b37187f96a4332>" with result "size:41" took too long (1.192284251s) to execute
2020-04-17 11:52:17.434137 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (1.423274878s) to execute
2020-04-17 11:52:17.448699 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:608" took too long (1.329301437s) to execute
2020-04-17 11:52:17.449858 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:8" took too long (681.925474ms) to execute
2020-04-17 11:52:17.450270 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:6" took too long (1.062005786s) to execute
2020-04-17 11:52:18.028189 W | etcdserver: request "header:<ID:10931205549377340216 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/kube-system/coredns-66bff467f8-zcp44.1606992c62156135\" mod_revision:0 > success:<request_put:<key:\"/registry/events/kube-system/coredns-66bff467f8-zcp44.1606992c62156135\" value_size:725 lease:1707833512522564402 >> failure:<>>" with result "size:18" took too long (137.0714ms) to execute
2020-04-17 11:52:18.031330 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (529.607957ms) to execute
2020-04-17 11:52:18.101267 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:264" took too long (567.060968ms) to execute
2020-04-17 11:52:18.102086 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:581" took too long (263.127731ms) to execute
2020-04-17 11:52:18.973238 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-public\" " with result "range_response_count:1 size:264" took too long (864.018462ms) to execute
2020-04-17 11:52:18.974096 W | etcdserver: request "header:<ID:10931205549377340221 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/kubernetes-dashboard/kubernetes-dashboard-5d4dc8b976-94m57.1606992c6679d651\" mod_revision:0 > success:<request_put:<key:\"/registry/events/kubernetes-dashboard/kubernetes-dashboard-5d4dc8b976-94m57.1606992c6679d651\" value_size:764 lease:1707833512522564402 >> failure:<>>" with result "size:18" took too long (655.380469ms) to execute
2020-04-17 11:52:18.974884 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (849.063921ms) to execute
2020-04-17 11:52:18.976600 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (866.949293ms) to execute
2020-04-17 11:52:18.977501 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:6" took too long (454.148124ms) to execute
2020-04-17 11:52:18.978755 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:258" took too long (203.319837ms) to execute
2020-04-17 11:52:19.487339 W | etcdserver: request "header:<ID:10931205549377340226 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-scheduler\" mod_revision:205731 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" value_size:499 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" > >>" with result "size:18" took too long (247.127363ms) to execute
2020-04-17 11:52:19.492565 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-node-lease\" " with result "range_response_count:1 size:272" took too long (493.863223ms) to execute
2020-04-17 11:52:20.469205 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:611" took too long (1.463727094s) to execute
2020-04-17 11:52:20.469866 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (973.174543ms) to execute
2020-04-17 11:52:20.470336 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" limit:500 " with result "range_response_count:0 size:6" took too long (1.298111949s) to execute
2020-04-17 11:52:20.822777 W | etcdserver: request "header:<ID:10931205549377340235 username:\"kube-apiserver-etcd-client\" auth_revision:1 > lease_grant:<ttl:15-second id:17b37187f96a434a>" with result "size:40" took too long (176.641578ms) to execute
2020-04-17 11:52:21.205564 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:289" took too long (378.857712ms) to execute
2020-04-17 11:52:21.206039 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:608" took too long (198.988718ms) to execute
2020-04-17 11:52:21.964546 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:512" took too long (721.540392ms) to execute
2020-04-17 11:52:21.965290 W | etcdserver: read-only range request "key:\"/registry/endpointslices/default/kubernetes\" " with result "range_response_count:1 size:485" took too long (594.116923ms) to execute
2020-04-17 11:52:22.879289 W | etcdserver: read-only range request "key:\"/registry/namespaces\" range_end:\"/registry/namespacet\" count_only:true " with result "range_response_count:0 size:8" took too long (342.511441ms) to execute
2020-04-17 11:52:22.879977 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:581" took too long (365.184343ms) to execute
2020-04-17 11:52:23.309703 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (412.11176ms) to execute
2020-04-17 11:52:24.358725 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:608" took too long (382.150584ms) to execute
2020-04-17 11:52:24.617438 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:512" took too long (237.143014ms) to execute
2020-04-17 11:52:24.618102 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:6" took too long (182.042703ms) to execute
2020-04-17 11:52:26.585469 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (473.566403ms) to execute
2020-04-17 11:52:26.987431 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (341.16405ms) to execute
2020-04-17 11:52:27.606551 W | etcdserver: request "header:<ID:10931205549377340273 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/kube-system/coredns-66bff467f8-zcp44.1606992f44e91ee5\" mod_revision:0 > success:<request_put:<key:\"/registry/events/kube-system/coredns-66bff467f8-zcp44.1606992f44e91ee5\" value_size:682 lease:1707833512522564402 >> failure:<>>" with result "size:18" took too long (463.385463ms) to execute
2020-04-17 11:52:27.610632 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/coredns-66bff467f8-zcp44\" " with result "range_response_count:1 size:4787" took too long (527.873908ms) to execute
2020-04-17 11:52:28.512378 W | etcdserver: request "header:<ID:10931205549377340275 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-node-lease/workernode1\" mod_revision:205734 > success:<request_put:<key:\"/registry/leases/kube-node-lease/workernode1\" value_size:544 >> failure:<request_range:<key:\"/registry/leases/kube-node-lease/workernode1\" > >>" with result "size:18" took too long (622.951678ms) to execute
2020-04-17 11:52:28.512984 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:581" took too long (1.11618091s) to execute
2020-04-17 11:52:28.957922 W | etcdserver: read-only range request "key:\"/registry/pods/kubernetes-dashboard/dashboard-metrics-scraper-dc6947fbf-9lk4b\" " with result "range_response_count:1 size:4060" took too long (411.53144ms) to execute
2020-04-17 11:52:29.246274 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:258" took too long (470.314267ms) to execute
2020-04-17 11:52:29.322990 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:608" took too long (327.327922ms) to execute
2020-04-17 11:52:29.323642 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (363.060566ms) to execute
2020-04-17 11:52:29.641675 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:611" took too long (392.599867ms) to execute
2020-04-17 11:52:30.130863 W | etcdserver: read-only range request "key:\"/registry/masterleases/192.168.56.2\" " with result "range_response_count:1 size:136" took too long (481.195487ms) to execute
2020-04-17 11:52:30.131699 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (801.143917ms) to execute
2020-04-17 11:52:30.710072 W | etcdserver: request "header:<ID:10931205549377340300 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" mod_revision:205755 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" value_size:517 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" > >>" with result "size:18" took too long (414.098655ms) to execute
2020-04-17 11:52:30.716624 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" limit:500 " with result "range_response_count:0 size:6" took too long (210.103766ms) to execute
2020-04-17 11:52:30.968381 W | etcdserver: request "header:<ID:10931205549377340309 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/kube-system/coredns-66bff467f8-fb49c.160699302974fcc0\" mod_revision:0 > success:<request_put:<key:\"/registry/events/kube-system/coredns-66bff467f8-fb49c.160699302974fcc0\" value_size:682 lease:1707833512522564402 >> failure:<>>" with result "size:18" took too long (133.871495ms) to execute
2020-04-17 11:52:33.958604 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (104.856241ms) to execute
2020-04-17 11:53:07.847571 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (112.159495ms) to execute
2020-04-17 11:53:08.247918 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes\" range_end:\"/registry/persistentvolumet\" count_only:true " with result "range_response_count:0 size:6" took too long (328.96912ms) to execute
2020-04-17 11:53:08.248457 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (385.152223ms) to execute
2020-04-17 11:53:08.951389 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:258" took too long (175.129953ms) to execute
2020-04-17 11:53:08.951458 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:581" took too long (134.544041ms) to execute
2020-04-17 11:53:37.364015 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (210.412115ms) to execute
2020-04-17 11:54:41.079242 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (144.396803ms) to execute
2020-04-17 11:55:18.043653 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (180.941689ms) to execute
2020-04-17 11:56:26.023889 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (365.11702ms) to execute
2020-04-17 11:56:26.024700 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:608" took too long (259.294099ms) to execute
2020-04-17 11:56:40.490571 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (106.877086ms) to execute
2020-04-17 11:58:17.365176 W | etcdserver: read-only range request "key:\"/registry/services/specs\" range_end:\"/registry/services/spect\" count_only:true " with result "range_response_count:0 size:8" took too long (141.917185ms) to execute
2020-04-17 11:59:14.960011 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (104.739356ms) to execute
2020-04-17 11:59:31.546204 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:485" took too long (142.467567ms) to execute
2020-04-17 12:00:02.495574 I | mvcc: store.index: compact 206153
2020-04-17 12:00:02.588230 I | mvcc: finished scheduled compaction at 206153 (took 59.414805ms)
2020-04-17 12:05:02.577395 I | mvcc: store.index: compact 206861
2020-04-17 12:05:02.597371 I | mvcc: finished scheduled compaction at 206861 (took 18.631002ms)
2020-04-17 12:08:39.321580 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:485" took too long (105.699022ms) to execute
2020-04-17 12:08:44.325218 W | etcdserver: read-only range request "key:\"/registry/endpointslices\" range_end:\"/registry/endpointslicet\" count_only:true " with result "range_response_count:0 size:8" took too long (107.038498ms) to execute
2020-04-17 12:08:49.696315 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:6" took too long (108.629845ms) to execute
2020-04-17 12:08:49.697766 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (101.135264ms) to execute
2020-04-17 12:08:53.215076 W | etcdserver: request "ID:10931205549377347609 Method:\"QGET\" " with result "" took too long (100.264831ms) to execute
2020-04-17 12:10:02.592424 I | mvcc: store.index: compact 207571
2020-04-17 12:10:02.612281 I | mvcc: finished scheduled compaction at 207571 (took 18.725592ms)
2020-04-17 12:11:07.296734 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:512" took too long (129.956779ms) to execute
2020-04-17 12:11:19.633117 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (139.558497ms) to execute
2020-04-17 12:11:36.964222 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (180.174957ms) to execute
2020-04-17 12:14:43.673303 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (109.987027ms) to execute
2020-04-17 12:14:48.728455 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (115.698064ms) to execute
2020-04-17 12:15:02.606086 I | mvcc: store.index: compact 208283
2020-04-17 12:15:02.623353 I | mvcc: finished scheduled compaction at 208283 (took 15.678801ms)
2020-04-17 12:15:32.842735 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (136.632393ms) to execute
2020-04-17 12:16:57.153273 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:8" took too long (127.469531ms) to execute
2020-04-17 12:16:57.155505 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (182.402733ms) to execute
2020-04-17 12:20:02.617183 I | mvcc: store.index: compact 208995
2020-04-17 12:20:02.634175 I | mvcc: finished scheduled compaction at 208995 (took 16.159989ms)
2020-04-17 12:21:02.319791 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:512" took too long (128.912382ms) to execute
2020-04-17 12:21:11.429974 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:485" took too long (213.337715ms) to execute
2020-04-17 12:23:01.381196 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:485" took too long (110.714254ms) to execute
2020-04-17 12:23:38.263838 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:485" took too long (129.769829ms) to execute
2020-04-17 12:23:50.740256 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (136.82642ms) to execute
2020-04-17 12:24:08.135163 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (120.123557ms) to execute
2020-04-17 12:24:15.290247 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:485" took too long (105.843051ms) to execute
2020-04-17 12:24:22.447728 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (104.775057ms) to execute
2020-04-17 12:25:02.627536 I | mvcc: store.index: compact 209709
2020-04-17 12:25:02.644135 I | mvcc: finished scheduled compaction at 209709 (took 15.681672ms)
2020-04-17 12:25:52.285916 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:512" took too long (133.133128ms) to execute
2020-04-17 12:30:02.657148 I | mvcc: store.index: compact 210420
2020-04-17 12:30:02.675189 I | mvcc: finished scheduled compaction at 210420 (took 17.084313ms)
2020-04-17 12:30:49.824948 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (153.113575ms) to execute
2020-04-17 12:31:24.557647 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (149.809724ms) to execute
2020-04-17 12:31:36.079057 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (231.278487ms) to execute
2020-04-17 12:32:11.452937 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (119.921318ms) to execute
2020-04-17 12:32:16.876141 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (129.575428ms) to execute
2020-04-17 12:32:23.776859 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (101.446892ms) to execute
2020-04-17 12:35:02.668357 I | mvcc: store.index: compact 211134
2020-04-17 12:35:02.686116 I | mvcc: finished scheduled compaction at 211134 (took 17.283795ms)
2020-04-17 12:36:03.134826 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (258.371131ms) to execute
2020-04-17 12:36:34.057045 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (374.949139ms) to execute
2020-04-17 12:36:34.058045 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" limit:500 " with result "range_response_count:0 size:6" took too long (167.250275ms) to execute
2020-04-17 12:36:34.473790 W | etcdserver: request "header:<ID:10931205549377359966 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-node-lease/workernode2\" mod_revision:212042 > success:<request_put:<key:\"/registry/leases/kube-node-lease/workernode2\" value_size:545 >> failure:<request_range:<key:\"/registry/leases/kube-node-lease/workernode2\" > >>" with result "size:18" took too long (250.446201ms) to execute
2020-04-17 12:37:05.213018 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (171.877955ms) to execute
2020-04-17 12:38:27.923976 I | etcdserver: start to snapshot (applied: 240024, lastsnap: 230023)
2020-04-17 12:38:28.045047 I | etcdserver: saved snapshot at index 240024
2020-04-17 12:38:28.045880 I | etcdserver: compacted raft log at 235024
2020-04-17 12:38:32.388712 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000007-000000000002e643.snap successfully
2020-04-17 12:40:02.716895 I | mvcc: store.index: compact 211846
2020-04-17 12:40:02.733638 I | mvcc: finished scheduled compaction at 211846 (took 15.825023ms)
2020-04-17 12:40:08.102932 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (250.279297ms) to execute
2020-04-17 12:40:08.103348 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:8" took too long (161.235231ms) to execute
